"fipscounty","AAR_county","AAR_norm","decile","bottom_decile","upper_decile","negative_shock","positive_shock","unaffected","aar_category","quartile","bottom_quartile","upper_quartile"
19057,-0.0529468891552486,0.100021307263474,6,"0","0",0,0,"1","1",3,"0","0"
19059,-0.0832283348232051,-0.153178188876901,5,"0","0",0,0,"1","1",2,"0","0"
19061,-0.0369268851357112,0.233973199468076,7,"0","0",0,0,"1","1",3,"0","0"
19063,0.0289494841629661,0.784801046225498,9,"0","0",0,0,"1","1",4,"0","1"
19065,-0.0791513129745399,-0.119088010714513,5,"0","0",0,0,"1","1",2,"0","0"
19067,0.00960821605462733,0.623078274022141,9,"0","0",0,0,"1","1",4,"0","1"
19069,-0.068448889254702,-0.0295992748378344,6,"0","0",0,0,"1","1",3,"0","0"
19071,0.0950079785403059,1.33715173897441,10,"0","1",0,0,"1","1",4,"0","1"
19073,-0.0409893020546413,0.200005140998738,7,"0","0",0,0,"1","1",3,"0","0"
19075,-0.0249269758440177,0.334310911864752,8,"0","0",0,0,"1","1",3,"0","0"
19077,0.0394242806538077,0.872386468095254,9,"0","0",0,0,"1","1",4,"0","1"
19079,0.0575022838790815,1.02354640141069,9,"0","0",0,0,"1","1",4,"0","1"
19081,-0.107772142891636,-0.358402203094589,4,"0","0",0,0,"0","3",2,"0","0"
19083,-0.0502976294443408,0.122173196288266,7,"0","0",0,0,"1","1",3,"0","0"
19085,-0.0123699046121539,0.439307355686164,8,"0","0",0,0,"1","1",4,"0","1"
19087,-0.103671425408961,-0.324113892958653,4,"0","0",0,0,"0","3",2,"0","0"
19089,-0.0921940435662669,-0.228145314329792,5,"0","0",0,0,"1","1",2,"0","0"
19091,-0.130152741787592,-0.545538458936304,3,"0","0",0,0,"0","3",2,"0","0"
19093,-0.181766952697047,-0.977112708701608,2,"0","0",1,0,"0","0",1,"1","0"
19095,-0.0545803605925714,0.0863629717459095,6,"0","0",0,0,"1","1",3,"0","0"
19097,-0.108346801807991,-0.363207236172242,4,"0","0",0,0,"0","3",2,"0","0"
19099,-0.00471064271209131,0.503350574598766,8,"0","0",0,0,"1","1",4,"0","1"
19101,-0.135995613406657,-0.594393859242561,3,"0","0",0,0,"0","3",1,"1","0"
19103,-0.0805853013511323,-0.131078360792433,5,"0","0",0,0,"1","1",2,"0","0"
19105,-0.123344215666011,-0.488608700616771,3,"0","0",0,0,"0","3",2,"0","0"
19107,0.088331569045703,1.28132667901536,10,"0","1",0,0,"1","1",4,"0","1"
19109,-0.111444856714585,-0.389111743835654,4,"0","0",0,0,"0","3",2,"0","0"
19111,-0.115573511738472,-0.423633654818651,4,"0","0",0,0,"0","3",2,"0","0"
19113,-0.0540657257148253,0.0906661114695017,6,"0","0",0,0,"1","1",3,"0","0"
19115,0.331321006378762,3.31309239373051,10,"0","1",0,1,"0","2",4,"0","1"
19117,-0.142025183985999,-0.644810350230897,3,"0","0",0,0,"0","3",1,"1","0"
19119,-0.0619571866061925,0.0246813515800479,6,"0","0",0,0,"1","1",3,"0","0"
19121,-0.0138422820431398,0.426996014023616,8,"0","0",0,0,"1","1",4,"0","1"
19123,-0.0561952551978919,0.0728599671380535,6,"0","0",0,0,"1","1",3,"0","0"
19125,-0.21356409129322,-1.24298573073424,1,"1","0",1,0,"0","0",1,"1","0"
19127,-0.0885759371777505,-0.197892375794429,5,"0","0",0,0,"1","1",2,"0","0"
19129,0.0477379071878681,0.941901182571084,9,"0","0",0,0,"1","1",4,"0","1"
19131,-0.043227374191003,0.181291413012751,7,"0","0",0,0,"1","1",3,"0","0"
19133,-0.0241218810483507,0.341042743589148,8,"0","0",0,0,"1","1",3,"0","0"
19135,-0.0529194822526712,0.10025047115477,6,"0","0",0,0,"1","1",3,"0","0"
19137,-0.143559670419821,-0.6576410187577,3,"0","0",0,0,"0","3",1,"1","0"
19139,-0.0433437581013717,0.180318264379514,7,"0","0",0,0,"1","1",3,"0","0"
19141,0.0255179373684573,0.756108033055682,9,"0","0",0,0,"1","1",4,"0","1"
19143,-0.15655270761001,-0.766282809046146,2,"0","0",1,0,"0","0",1,"1","0"
19145,-0.109827247165524,-0.375586038119179,4,"0","0",0,0,"0","3",2,"0","0"
19147,-0.00775337574479486,0.477908642954615,8,"0","0",0,0,"1","1",4,"0","1"
19149,0.0473047650278495,0.938279447404393,9,"0","0",0,0,"1","1",4,"0","1"
19151,-0.106105413494884,-0.344465779844278,4,"0","0",0,0,"0","3",2,"0","0"
19153,-0.016759635753116,0.402602446506102,8,"0","0",0,0,"1","1",4,"0","1"
19155,-0.040118902441123,0.207283021520038,7,"0","0",0,0,"1","1",3,"0","0"
19157,-0.0947333646840405,-0.249377947494306,5,"0","0",0,0,"1","1",2,"0","0"
19159,-0.00815175088204765,0.474577613612975,8,"0","0",0,0,"1","1",4,"0","1"
19161,0.0155144286217341,0.672463302150829,9,"0","0",0,0,"1","1",4,"0","1"
19163,-0.0710506741403234,-0.0513542012481698,6,"0","0",0,0,"1","1",3,"0","0"
19165,0.0185997919687845,0.698261688841125,9,"0","0",0,0,"1","1",4,"0","1"
19167,0.0159457678845881,0.676069962322136,9,"0","0",0,0,"1","1",4,"0","1"
19169,-0.0977701471812659,-0.274770123502568,4,"0","0",0,0,"1","1",2,"0","0"
19171,0.0513994824786805,0.972517588038633,9,"0","0",0,0,"1","1",4,"0","1"
19173,-0.0804265889485509,-0.129751280810669,5,"0","0",0,0,"1","1",2,"0","0"
19175,-0.0882003432194557,-0.194751832174537,5,"0","0",0,0,"1","1",2,"0","0"
19177,-0.192479752641076,-1.06668820578401,1,"1","0",1,0,"0","0",1,"1","0"
19179,-0.0287190272897962,0.302603524907811,8,"0","0",0,0,"1","1",3,"0","0"
19181,-0.00924648394054632,0.465423960189044,8,"0","0",0,0,"1","1",4,"0","1"
19183,-0.0679587236911781,-0.0255007362452413,6,"0","0",0,0,"1","1",3,"0","0"
19185,-0.128779361242115,-0.534054883616395,3,"0","0",0,0,"0","3",2,"0","0"
19187,-0.022452089127178,0.355004774257572,8,"0","0",0,0,"1","1",3,"0","0"
19189,-0.2384883832277,-1.45139117572738,1,"1","0",1,0,"0","0",1,"1","0"
19191,0.00456999401897914,0.580950982780582,9,"0","0",0,0,"1","1",4,"0","1"
19193,-0.00386990735357084,0.510380416287931,8,"0","0",0,0,"1","1",4,"0","1"
19195,-0.166053924556997,-0.8457276073585,2,"0","0",1,0,"0","0",1,"1","0"
19197,-0.0516164596073228,0.111145746132043,7,"0","0",0,0,"1","1",3,"0","0"
19999,0.00130882508543357,0.553682590780521,9,"0","0",0,0,"1","1",4,"0","1"
20001,-0.194492057897492,-1.08351417514465,1,"1","0",1,0,"0","0",1,"1","0"
20003,-0.0494434861159561,0.129315149243554,7,"0","0",0,0,"1","1",3,"0","0"
20005,-0.0490310680088148,0.132763599428938,7,"0","0",0,0,"1","1",3,"0","0"
20007,0.1221821707355,1.56436981327941,10,"0","1",0,0,"0","3",4,"0","1"
20009,-0.00226754645903977,0.523778619781222,8,"0","0",0,0,"1","1",4,"0","1"
20011,-0.190271462359284,-1.04822349994358,1,"1","0",1,0,"0","0",1,"1","0"
20013,-0.0868871950688897,-0.183771892388082,5,"0","0",0,0,"1","1",2,"0","0"
20015,0.0154168892603403,0.671647722953271,9,"0","0",0,0,"1","1",4,"0","1"
20017,-0.0707111386955229,-0.0485151623037297,6,"0","0",0,0,"1","1",3,"0","0"
20019,0.191206633945616,2.1415205708027,10,"0","1",0,1,"0","2",4,"0","1"
20021,-0.120196038098979,-0.462285090361384,3,"0","0",0,0,"0","3",2,"0","0"
20023,-0.0267197576879907,0.319320496130939,8,"0","0",0,0,"1","1",3,"0","0"
20025,0.0597805810065796,1.04259647223842,10,"0","1",0,0,"1","1",4,"0","1"
20027,-0.043187278273338,0.181626676601596,7,"0","0",0,0,"1","1",3,"0","0"
20029,-0.0471748668013555,0.148284298659001,7,"0","0",0,0,"1","1",3,"0","0"
20031,-0.0388645912009954,0.217770994171211,7,"0","0",0,0,"1","1",3,"0","0"
20033,0.046219125209917,0.929201827468258,9,"0","0",0,0,"1","1",4,"0","1"
20035,-0.0342509838906538,0.256347852726025,7,"0","0",0,0,"1","1",3,"0","0"
20037,-0.0571018004797454,0.0652798531926806,6,"0","0",0,0,"1","1",3,"0","0"
20039,-0.0140674478451389,0.425113281335112,8,"0","0",0,0,"1","1",4,"0","1"
20041,-0.0725639898282955,-0.0640078497528493,6,"0","0",0,0,"1","1",3,"0","0"
20043,-0.0268085447705241,0.318578099456495,8,"0","0",0,0,"1","1",3,"0","0"
20045,-0.0456335738568944,0.161171880091588,7,"0","0",0,0,"1","1",3,"0","0"
20047,-0.0949192428165141,-0.250932174792497,5,"0","0",0,0,"1","1",2,"0","0"
20049,-0.043658503147137,0.177686511329336,7,"0","0",0,0,"1","1",3,"0","0"
20051,-0.0263652152493845,0.322285016642932,8,"0","0",0,0,"1","1",3,"0","0"
20053,-0.0659949305373643,-0.00908040273402665,6,"0","0",0,0,"1","1",3,"0","0"
20055,0.203199399039845,2.24179854671195,10,"0","1",0,1,"0","2",4,"0","1"
20057,0.124297925576482,1.58206078040058,10,"0","1",0,0,"0","3",4,"0","1"
20059,-0.0337613613047054,0.260441851190315,7,"0","0",0,0,"1","1",3,"0","0"
20061,-0.108828332218636,-0.367233571595207,4,"0","0",0,0,"0","3",2,"0","0"
20063,-0.12489329474696,-0.501561386135117,3,"0","0",0,0,"0","3",2,"0","0"
20065,0.0255107938007947,0.756048301834371,9,"0","0",0,0,"1","1",4,"0","1"
20067,0.00764983479329175,0.606703192262235,9,"0","0",0,0,"1","1",4,"0","1"
20069,0.0314451216994839,0.805668417411279,9,"0","0",0,0,"1","1",4,"0","1"
20071,0.0443438965518767,0.91352202946356,9,"0","0",0,0,"1","1",4,"0","1"
20073,0.0265525419654758,0.764758919989617,9,"0","0",0,0,"1","1",4,"0","1"
20075,-0.0490882190579832,0.132285728688815,7,"0","0",0,0,"1","1",3,"0","0"
20077,0.0223570874426767,0.729678462375379,9,"0","0",0,0,"1","1",4,"0","1"
20079,-0.0796551305074179,-0.123300700784537,5,"0","0",0,0,"1","1",2,"0","0"
20081,0.0764584966977316,1.18204951870046,10,"0","1",0,0,"1","1",4,"0","1"
20083,0.0175562119366061,0.689535753453921,9,"0","0",0,0,"1","1",4,"0","1"
20085,-0.050186225763143,0.123104702539875,7,"0","0",0,0,"1","1",3,"0","0"
20087,-0.0280087089553736,0.308542879532659,8,"0","0",0,0,"1","1",3,"0","0"
20089,-0.0410195578612434,0.199752155884653,7,"0","0",0,0,"1","1",3,"0","0"
20091,-0.0372378757398546,0.231372839328837,7,"0","0",0,0,"1","1",3,"0","0"
20093,-0.0110277522888898,0.450529815000704,8,"0","0",0,0,"1","1",4,"0","1"
20095,-0.0186583420231345,0.38672633952763,8,"0","0",0,0,"1","1",3,"0","0"
20097,0.0329997731721294,0.818667696701445,9,"0","0",0,0,"1","1",4,"0","1"
20099,-0.0421492675633911,0.190306043882432,7,"0","0",0,0,"1","1",3,"0","0"
20101,-0.0280213112589825,0.308437504876542,8,"0","0",0,0,"1","1",3,"0","0"
20103,-0.121532071092015,-0.473456382656114,3,"0","0",0,0,"0","3",2,"0","0"
20105,0.0346316486289665,0.832312687365554,9,"0","0",0,0,"1","1",4,"0","1"
20107,0.0369878394639415,0.852014069484755,9,"0","0",0,0,"1","1",4,"0","1"
20109,0.0288833151263685,0.784247771229638,9,"0","0",0,0,"1","1",4,"0","1"
20111,0.141761891184064,1.72808641408199,10,"0","1",0,0,"0","3",4,"0","1"
20113,-0.0165004951045367,0.404769261207396,8,"0","0",0,0,"1","1",4,"0","1"
20115,0.0684745875686538,1.11529174924389,10,"0","1",0,0,"1","1",4,"0","1"
20117,-0.166469173560345,-0.849199728193599,2,"0","0",1,0,"0","0",1,"1","0"
20119,0.0388785220789611,0.86782308635712,9,"0","0",0,0,"1","1",4,"0","1"
20121,-0.0732563608492123,-0.0697971372115994,6,"0","0",0,0,"1","1",3,"0","0"
20123,-0.0381634481608312,0.223633629213096,7,"0","0",0,0,"1","1",3,"0","0"
20125,-0.149042490485831,-0.703485833875332,2,"0","0",0,0,"0","3",1,"1","0"
20127,-0.109075574582164,-0.369300898319175,4,"0","0",0,0,"0","3",2,"0","0"
20129,-0.0222862828156739,0.356391170237146,8,"0","0",0,0,"1","1",3,"0","0"
20131,-0.00758651390277832,0.479303864793986,8,"0","0",0,0,"1","1",4,"0","1"
20133,-0.137818147993991,-0.609633053707432,3,"0","0",0,0,"0","3",1,"1","0"
20135,0.143301436112726,1.74095937941189,10,"0","1",0,0,"0","3",4,"0","1"
20137,-0.0549814927035994,0.083008889859869,6,"0","0",0,0,"1","1",3,"0","0"
20139,-0.0264177176573997,0.321846015698216,8,"0","0",0,0,"1","1",3,"0","0"
20141,0.0170459754614936,0.685269391146535,9,"0","0",0,0,"1","1",4,"0","1"
20143,0.0805173157800098,1.21598749371746,10,"0","1",0,0,"1","1",4,"0","1"
20145,-0.0106057369627527,0.454058512709298,8,"0","0",0,0,"1","1",4,"0","1"
20147,-0.122982438927458,-0.485583690221917,3,"0","0",0,0,"0","3",2,"0","0"
20149,-0.0279640557807184,0.308916248804647,8,"0","0",0,0,"1","1",3,"0","0"
20151,-0.0219711070065611,0.359026525131956,8,"0","0",0,0,"1","1",3,"0","0"
20153,0.0134785365747841,0.655440110915629,9,"0","0",0,0,"1","1",4,"0","1"
20155,-0.0625135905282772,0.0200289583532787,6,"0","0",0,0,"1","1",3,"0","0"
20157,-0.0750036892157939,-0.0844074919106953,5,"0","0",0,0,"1","1",2,"0","0"
20159,0.0401862538436047,0.878757736820156,9,"0","0",0,0,"1","1",4,"0","1"
20161,-0.0825527531487528,-0.147529286197397,5,"0","0",0,0,"1","1",2,"0","0"
20163,-0.0655584561354455,-0.00543080489593653,6,"0","0",0,0,"1","1",3,"0","0"
20165,-0.0062937142754715,0.490113659604771,8,"0","0",0,0,"1","1",4,"0","1"
20167,0.00413068429642773,0.577277677297769,9,"0","0",0,0,"1","1",4,"0","1"
20169,-0.0570642478333744,0.0655938511188077,6,"0","0",0,0,"1","1",3,"0","0"
20171,-0.0237190814236956,0.344410768455812,8,"0","0",0,0,"1","1",3,"0","0"
20173,-0.0228345463475055,0.351806843202892,8,"0","0",0,0,"1","1",3,"0","0"
20175,0.198690151017215,2.2040942924362,10,"0","1",0,1,"0","2",4,"0","1"
20177,-0.034628012482374,0.253195313362454,7,"0","0",0,0,"1","1",3,"0","0"
20179,-0.0170692470590416,0.400013619423032,8,"0","0",0,0,"1","1",4,"0","1"
20181,-0.0493512291677508,0.130086559335964,7,"0","0",0,0,"1","1",3,"0","0"
20183,-0.0944763527491674,-0.247228932116193,5,"0","0",0,0,"1","1",2,"0","0"
20185,0.0724719801991795,1.14871610457431,10,"0","1",0,0,"1","1",4,"0","1"
20187,-0.0283590560060884,0.305613438921139,8,"0","0",0,0,"1","1",3,"0","0"
20189,-0.0192001388610449,0.38219608400834,8,"0","0",0,0,"1","1",3,"0","0"
20191,-0.0143930682631262,0.42239059343337,8,"0","0",0,0,"1","1",4,"0","1"
20193,-0.103095246889958,-0.319296153663835,4,"0","0",0,0,"0","3",2,"0","0"
20195,-0.0758184362462536,-0.0912200311750462,5,"0","0",0,0,"1","1",2,"0","0"
20197,0.0286437552777997,0.782244682155945,9,"0","0",0,0,"1","1",4,"0","1"
20199,-0.00364750508354772,0.512240041595382,8,"0","0",0,0,"1","1",4,"0","1"
20201,0.0157750932200957,0.674642859418025,9,"0","0",0,0,"1","1",4,"0","1"
20203,-0.0124781866957878,0.43840195079507,8,"0","0",0,0,"1","1",4,"0","1"
20205,-0.122766940428662,-0.483781791068472,3,"0","0",0,0,"0","3",2,"0","0"
20207,0.0717911344380458,1.14302318602746,10,"0","1",0,0,"1","1",4,"0","1"
20209,-0.100219403862837,-0.295249679349811,4,"0","0",0,0,"0","3",2,"0","0"
20999,0.308135716986158,3.11922768672651,10,"0","1",0,1,"0","2",4,"0","1"
21001,-0.0568869656725235,0.067076202862986,6,"0","0",0,0,"1","1",3,"0","0"
21003,-0.166087324803609,-0.846006884831115,2,"0","0",1,0,"0","0",1,"1","0"
21005,-0.108708544866832,-0.366231964952868,4,"0","0",0,0,"0","3",2,"0","0"
21007,-0.218687007037175,-1.28582119174103,1,"1","0",1,0,"0","0",1,"1","0"
21009,-0.0913304760581825,-0.220924560726157,5,"0","0",0,0,"1","1",2,"0","0"
21011,-0.0410667163455205,0.199357838367958,7,"0","0",0,0,"1","1",3,"0","0"
21013,0.154120786667489,1.83142580360679,10,"0","1",0,1,"0","2",4,"0","1"
21015,-0.124898175058501,-0.501602193051564,3,"0","0",0,0,"0","3",2,"0","0"
21017,-0.139481846755484,-0.623544136182107,3,"0","0",0,0,"0","3",1,"1","0"
21019,-0.0783396711453382,-0.112301435712322,5,"0","0",0,0,"1","1",2,"0","0"
21021,-0.0795637023134481,-0.122536220353186,5,"0","0",0,0,"1","1",2,"0","0"
21023,-0.136287039396954,-0.596830629095448,3,"0","0",0,0,"0","3",1,"1","0"
21025,0.379121080511332,3.71277458917623,10,"0","1",0,1,"0","2",4,"0","1"
21027,-0.0712228450369459,-0.0527938149559456,6,"0","0",0,0,"1","1",3,"0","0"
21029,-0.0856117956048064,-0.17310758972484,5,"0","0",0,0,"1","1",2,"0","0"
21031,-0.359201758179678,-2.46074079695726,1,"1","0",1,0,"0","0",1,"1","0"
21033,-0.11460194094099,-0.415509827472863,4,"0","0",0,0,"0","3",2,"0","0"
21035,-0.0699591293620457,-0.0422272067544088,6,"0","0",0,0,"1","1",3,"0","0"
21037,-0.0654427036516799,-0.00446293596101789,6,"0","0",0,0,"1","1",3,"0","0"
21039,-0.00545541724862261,0.497123113087988,8,"0","0",0,0,"1","1",4,"0","1"
21041,-0.22957309544029,-1.37684564707359,1,"1","0",1,0,"0","0",1,"1","0"
21043,-0.0392056444495583,0.214919264051055,7,"0","0",0,0,"1","1",3,"0","0"
21045,-0.156686932479146,-0.767405135556156,2,"0","0",1,0,"0","0",1,"1","0"
21047,-0.101961321868399,-0.309814795102953,4,"0","0",0,0,"0","3",2,"0","0"
21049,-0.161263030424777,-0.805668358086146,2,"0","0",1,0,"0","0",1,"1","0"
21051,0.0158256784583857,0.675065829872858,9,"0","0",0,0,"1","1",4,"0","1"
21053,-0.0566102271055488,0.0693901632494525,6,"0","0",0,0,"1","1",3,"0","0"
21055,-0.207329289968038,-1.19085319481169,1,"1","0",1,0,"0","0",1,"1","0"
21057,-0.0892517788439564,-0.203543452405183,5,"0","0",0,0,"1","1",2,"0","0"
21059,-0.0217540885002655,0.36084113388775,8,"0","0",0,0,"1","1",3,"0","0"
21061,-0.0780125500187967,-0.10956619957712,5,"0","0",0,0,"1","1",2,"0","0"
21063,0.260036153827059,2.71704130203407,10,"0","1",0,1,"0","2",4,"0","1"
21065,0.0352902215361775,0.837819370570378,9,"0","0",0,0,"1","1",4,"0","1"
21067,-0.0317984286914393,0.276854989257973,7,"0","0",0,0,"1","1",3,"0","0"
21069,-0.130649021578483,-0.549688121880942,3,"0","0",0,0,"0","3",2,"0","0"
21071,0.23024527601623,2.46794370828003,10,"0","1",0,1,"0","2",4,"0","1"
21073,-0.123612053239592,-0.490848234997718,3,"0","0",0,0,"0","3",2,"0","0"
21075,-0.0287473514876049,0.302366691016445,8,"0","0",0,0,"1","1",3,"0","0"
21077,-0.107240421277112,-0.35395619195097,4,"0","0",0,0,"0","3",2,"0","0"
21079,-0.143823299449552,-0.659845363234113,3,"0","0",0,0,"0","3",1,"1","0"
21081,-0.167275788179451,-0.855944267981311,2,"0","0",1,0,"0","0",1,"1","0"
21083,-0.24263817649202,-1.48608983493718,1,"1","0",1,0,"0","0",1,"1","0"
21085,-0.11354669500818,-0.406686347199784,4,"0","0",0,0,"0","3",2,"0","0"
21087,-0.062535436407465,0.019846293177259,6,"0","0",0,0,"1","1",3,"0","0"
21089,-0.0887738949069283,-0.199547607114444,5,"0","0",0,0,"1","1",2,"0","0"
21091,-0.431180406715469,-3.06259309099792,1,"1","0",1,0,"0","0",1,"1","0"
21093,-0.126380268433273,-0.513994774959313,3,"0","0",0,0,"0","3",2,"0","0"
21095,0.453003248185274,4.33054323318112,10,"0","1",0,1,"0","2",4,"0","1"
21097,-0.176387783133585,-0.932134571328081,2,"0","0",1,0,"0","0",1,"1","0"
21099,-0.143286582032446,-0.655357579491179,3,"0","0",0,0,"0","3",1,"1","0"
21101,-0.141835529097388,-0.643224543438071,3,"0","0",0,0,"0","3",1,"1","0"
21103,-0.172594145788222,-0.900413923809543,2,"0","0",1,0,"0","0",1,"1","0"
21105,-0.0519358760668422,0.108474932872462,6,"0","0",0,0,"1","1",3,"0","0"
21107,0.0608907587714671,1.05187926718084,10,"0","1",0,0,"1","1",4,"0","1"
21109,-0.00787160337392367,0.476920077994622,8,"0","0",0,0,"1","1",4,"0","1"
21111,-0.0257901049435803,0.327093824031175,8,"0","0",0,0,"1","1",3,"0","0"
21113,-0.14627374241748,-0.680334838261279,2,"0","0",0,0,"0","3",1,"1","0"
21115,-0.0160857328954252,0.408237311693382,8,"0","0",0,0,"1","1",4,"0","1"
21117,-0.110237633156292,-0.379017496683769,4,"0","0",0,0,"0","3",2,"0","0"
21119,0.249068776087729,2.6253371427271,10,"0","1",0,1,"0","2",4,"0","1"
21121,0.0267665315841908,0.766548202583059,9,"0","0",0,0,"1","1",4,"0","1"
21123,-0.0628059990610668,0.0175839729327903,6,"0","0",0,0,"1","1",3,"0","0"
21125,0.145431083142144,1.75876650661177,10,"0","1",0,0,"0","3",4,"0","1"
21127,0.0578775957703182,1.02668458651581,9,"0","0",0,0,"1","1",4,"0","1"
21129,0.148566194232394,1.78498086100883,10,"0","1",0,0,"0","3",4,"0","1"
21131,0.0447940885778064,0.917286327753071,9,"0","0",0,0,"1","1",4,"0","1"
21133,0.643115120826893,5.92017111591123,10,"0","1",0,1,"0","2",4,"0","1"
21135,-0.102010316545062,-0.31022446601433,4,"0","0",0,0,"0","3",2,"0","0"
21137,-0.0696283034475004,-0.0394609928889429,6,"0","0",0,0,"1","1",3,"0","0"
21139,-0.0194299122542135,0.380274824765479,8,"0","0",0,0,"1","1",3,"0","0"
21141,-0.212723013899623,-1.23595302910537,1,"1","0",1,0,"0","0",1,"1","0"
21143,-0.110718928521718,-0.383041866766918,4,"0","0",0,0,"0","3",2,"0","0"
21145,-0.0909563929114651,-0.217796649816551,5,"0","0",0,0,"1","1",2,"0","0"
21147,-0.102643390302215,-0.315517937075408,4,"0","0",0,0,"0","3",2,"0","0"
21149,-0.107361769815244,-0.354970852514058,4,"0","0",0,0,"0","3",2,"0","0"
21151,-0.150606010627911,-0.716559268892967,2,"0","0",1,0,"0","0",1,"1","0"
21153,0.102028838824903,1.3958569377296,10,"0","1",0,0,"0","3",4,"0","1"
21155,-0.114812128574107,-0.417267319614545,4,"0","0",0,0,"0","3",2,"0","0"
21157,-0.150663358657157,-0.717038786689736,2,"0","0",1,0,"0","0",1,"1","0"
21159,0.681627615324375,6.24219484981078,10,"0","1",0,1,"0","2",4,"0","1"
21161,-0.154410246791168,-0.748368538843206,2,"0","0",1,0,"0","0",1,"1","0"
21163,-0.0831087331088853,-0.152178134449667,5,"0","0",0,0,"1","1",2,"0","0"
21165,-0.203151853559639,-1.15592339636801,1,"1","0",1,0,"0","0",1,"1","0"
21167,-0.16725536750564,-0.855773519715975,2,"0","0",1,0,"0","0",1,"1","0"
21169,-0.129573444671079,-0.540694643366039,3,"0","0",0,0,"0","3",2,"0","0"
21171,-0.167334407449481,-0.856434415307782,2,"0","0",1,0,"0","0",1,"1","0"
21173,-0.104710644846843,-0.332803367065549,4,"0","0",0,0,"0","3",2,"0","0"
21175,0.124349133779955,1.58248895980324,10,"0","1",0,0,"0","3",4,"0","1"
21177,0.122155042736515,1.56414298145145,10,"0","1",0,0,"0","3",4,"0","1"
21179,-0.0842467292801005,-0.161693534088142,5,"0","0",0,0,"1","1",2,"0","0"
21181,-0.146178319573014,-0.679536956403063,2,"0","0",0,0,"0","3",1,"1","0"
21183,-0.0699325663874371,-0.0420050993999366,6,"0","0",0,0,"1","1",3,"0","0"
21185,-0.0549262186189402,0.0834710662876001,6,"0","0",0,0,"1","1",3,"0","0"
21187,-0.108450434261206,-0.364073762996137,4,"0","0",0,0,"0","3",2,"0","0"
21189,0.0929843182056955,1.32023082368188,10,"0","1",0,0,"1","1",4,"0","1"
21191,-0.132265727681999,-0.563206273402037,3,"0","0",0,0,"0","3",1,"1","0"
21193,0.390065994643908,3.8042909181539,10,"0","1",0,1,"0","2",4,"0","1"
21195,0.443752353301662,4.25319151262384,10,"0","1",0,1,"0","2",4,"0","1"
21197,-0.0675495520285885,-0.0220794313333618,6,"0","0",0,0,"1","1",3,"0","0"
21199,-0.075464999972082,-0.088264759900377,5,"0","0",0,0,"1","1",2,"0","0"
21201,0.0161698180372462,0.677943366464898,9,"0","0",0,0,"1","1",4,"0","1"
21203,-0.162936982602221,-0.819665174900625,2,"0","0",1,0,"0","0",1,"1","0"
21205,-0.0959729227581081,-0.259742560968582,4,"0","0",0,0,"1","1",2,"0","0"
21207,-0.128392317431768,-0.530818601609297,3,"0","0",0,0,"0","3",2,"0","0"
21209,-0.342241008389318,-2.3189228220768,1,"1","0",1,0,"0","0",1,"1","0"
21211,-0.198952463415873,-1.12081003090464,1,"1","0",1,0,"0","0",1,"1","0"
21213,-0.143759793315323,-0.659314354200888,3,"0","0",0,0,"0","3",1,"1","0"
21215,-0.0887161532864205,-0.199064798288893,5,"0","0",0,0,"1","1",2,"0","0"
21217,-0.137079109069722,-0.603453550743638,3,"0","0",0,0,"0","3",1,"1","0"
21219,-0.165728107650919,-0.843003276513877,2,"0","0",1,0,"0","0",1,"1","0"
21221,-0.266292851224917,-1.68387932588186,1,"1","0",1,0,"0","0",1,"1","0"
21223,0.0855107957738764,1.25774067262107,10,"0","1",0,0,"1","1",4,"0","1"
21225,0.366326527630467,3.60579243322837,10,"0","1",0,1,"0","2",4,"0","1"
21227,-0.116954162257309,-0.435178018306066,4,"0","0",0,0,"0","3",2,"0","0"
21229,-0.00200884466215628,0.525941765006842,8,"0","0",0,0,"1","1",4,"0","1"
21231,-0.202786691992872,-1.15287008359923,1,"1","0",1,0,"0","0",1,"1","0"
21233,0.120869373159059,1.55339280483227,10,"0","1",0,0,"0","3",4,"0","1"
21235,0.111659998111347,1.47638825401203,10,"0","1",0,0,"0","3",4,"0","1"
21237,-0.0620441983725408,0.0239537992815468,6,"0","0",0,0,"1","1",3,"0","0"
21239,-0.0976462890532877,-0.273734478905516,4,"0","0",0,0,"1","1",2,"0","0"
21999,0.0801986984153129,1.2133233621206,10,"0","1",0,0,"1","1",4,"0","1"
22001,-0.00066010713461777,0.537219286765313,9,"0","0",0,0,"1","1",4,"0","1"
22003,-0.0973844746157296,-0.27154530721276,4,"0","0",0,0,"1","1",2,"0","0"
22005,-0.0760466810807595,-0.0931285093146716,5,"0","0",0,0,"1","1",2,"0","0"
22007,0.143435297494073,1.7420786666045,10,"0","1",0,0,"0","3",4,"0","1"
22009,0.0235809450944534,0.739911796152615,9,"0","0",0,0,"1","1",4,"0","1"
22011,-0.161316326097371,-0.806113991943764,2,"0","0",1,0,"0","0",1,"1","0"
22013,-0.0363795750426312,0.238549554286797,7,"0","0",0,0,"1","1",3,"0","0"
22015,-0.12052348065459,-0.465023014138366,3,"0","0",0,0,"0","3",2,"0","0"
22017,-0.0122517546748697,0.44029527102275,8,"0","0",0,0,"1","1",4,"0","1"
22019,-0.0123746514805886,0.439267664559489,8,"0","0",0,0,"1","1",4,"0","1"
22021,0.0693039494528864,1.12222649118153,10,"0","1",0,0,"1","1",4,"0","1"
